idASSETS,TICKER,DATE,PFT_MRGN,REV_GRTH,ERN_GRTH,CASH,DEBT,CF,PRICE,RANK
7767,AAPL,"2023-11-22 00:00:00",25.31e-2,-0.7000000216066837,8.86,61554999296,1.99,60387373056,191.31,NULL
7767,AAPL,"2023-11-21 00:00:00",25.31e-2,-0.7000000216066837,8.86,61554999296,1.99,60387373056,190.64,NULL
7767,AAPL,"2023-11-20 00:00:00",25.31e-2,-0.7000000216066837,8.99,61554999296,1.99,60387373056,191.45,NULL
7767,AAPL,"2023-11-19 00:00:00",25.31%,-0.7000000216066837,8.99,61554999296,123930001408,60387373056,189.69,NULL
7767,AAPL,"2023-11-18 00:00:00",25.31%,-0.7000000216066837,8.99,61554999296,123930001408,60387373056,189.69,NULL
7767,AAPL,"2023-11-17 00:00:00",25.31e-2,-0.7000000216066837,8.99,61554999296,1.99,60387373056,189.69,NULL
7767,AAPL,"2023-11-16 00:00:00",25.31e-2,-0.7000000216066837,8.99,61554999296,1.99,60387373056,189.71,NULL
7767,AAPL,"2023-11-15 00:00:00",25.31%,-0.7000000216066837,8.99,61554999296,123930001408,60387373056,188.01,NULL
7767,AAPL,"2023-11-14 00:00:00",25.31e-2,-0.7000000216066837,8.99,61554999296,1.99,60387373056,187.44,NULL
7767,AAPL,"2023-11-13 00:00:00",25.31e-2,-0.7000000216066837,8.99,61554999296,1.99,60387373056,184.80,NULL
7767,AAPL,"2023-11-12 00:00:00",25.31%,-0.7000000216066837,8.90,61554999296,123930001408,60387373056,186.40,NULL
7767,AAPL,"2023-11-11 00:00:00",25.31%,-0.7000000216066837,8.90,61554999296,123930001408,60387373056,186.40,NULL
7767,AAPL,"2023-11-10 00:00:00",25.31e-2,-0.7000000216066837,8.78,61554999296,1.99,60387373056,186.40,NULL
7767,AAPL,"2023-11-09 00:00:00",25.31e-2,-0.7000000216066837,8.73,61554999296,1.99,60387373056,182.41,NULL
7767,AAPL,"2023-11-08 00:00:00",25.31e-2,-0.7000000216066837,8.73,61554999296,1.99,60387373056,182.89,NULL
7767,AAPL,"2023-11-07 00:00:00",25.31e-2,-0.7000000216066837,8.76,61554999296,1.99,60387373056,181.82,NULL
7767,AAPL,"2023-11-06 00:00:00",25.31e-2,-0.7000000216066837,8.78,61554999296,1.99,60387373056,179.23,NULL
7767,AAPL,"2023-11-05 00:00:00",25.31%,-0.7000000216066837,8.78,61554999296,123930001408,60387373056,176.65,NULL
7767,AAPL,"2023-11-04 00:00:00",25.31%,-0.7000000216066837,8.67,61554999296,111088001024,60387373056,176.65,NULL
7767,AAPL,"2023-11-03 00:00:00",25.31e-2,-1.4000000432133675,8.40,62482001920,1.79,60387373056,176.65,NULL
7767,AAPL,"2023-11-02 00:00:00",24.68e-2,-1.4000000432133675,7.66,62482001920,1.81,60387373056,177.57,NULL
7767,AAPL,"2023-11-01 00:00:00",24.68e-2,-1.4000000432133675,7.66,62482001920,1.81,60387373056,173.97,NULL
7767,AAPL,"2023-10-31 00:00:00",24.68e-2,-1.4000000432133675,7.65,62482001920,1.81,60387373056,170.77,NULL
7767,AAPL,"2023-10-30 00:00:00",24.68e-2,-1.4000000432133675,7.77,62482001920,1.81,60387373056,170.29,NULL
7767,AAPL,"2023-10-29 00:00:00",24.68%,-1.4000000432133675,7.94,62482001920,109280002048,60387373056,168.22,NULL
7767,AAPL,"2023-10-28 00:00:00",24.68%,-1.4000000432133675,7.94,62482001920,109280002048,60387373056,168.22,NULL
7767,AAPL,"2023-10-27 00:00:00",24.68e-2,-1.4000000432133675,7.94,62482001920,1.81,60387373056,168.22,NULL
7767,AAPL,"2023-10-26 00:00:00",24.68e-2,-1.4000000432133675,7.94,62482001920,1.81,60387373056,166.89,NULL
7767,AAPL,"2023-10-25 00:00:00",24.68e-2,-1.4000000432133675,8.03,62482001920,1.81,60387373056,171.10,NULL
7767,AAPL,"2023-10-24 00:00:00",24.68e-2,-1.4000000432133675,8.06,62482001920,1.81,60387373056,173.44,NULL
7767,AAPL,"2023-10-23 00:00:00",24.68e-2,-1.4000000432133675,8.06,62482001920,1.81,60387373056,173.00,NULL
7767,AAPL,"2023-10-22 00:00:00",24.68%,-1.4000000432133675,8.05,62482001920,109280002048,60387373056,172.88,NULL
7767,AAPL,"2023-10-21 00:00:00",24.68%,-1.4000000432133675,8.05,62482001920,109280002048,60387373056,172.88,NULL
7767,AAPL,"2023-10-20 00:00:00",24.68e-2,-1.4000000432133675,8.05,62482001920,1.81,60387373056,172.88,NULL
7767,AAPL,"2023-10-19 00:00:00",24.68e-2,-1.4000000432133675,8.05,62482001920,1.81,60387373056,175.46,NULL
7767,AAPL,"2023-10-18 00:00:00",24.68e-2,-1.4000000432133675,8.05,62482001920,1.81,60387373056,175.84,NULL
7767,AAPL,"2023-10-17 00:00:00",24.68e-2,-1.4000000432133675,8.04,62482001920,1.81,60387373056,177.15,NULL
7767,AAPL,"2023-10-16 00:00:00",24.68e-2,-1.4000000432133675,8.04,62482001920,1.81,60387373056,178.72,NULL
7767,AAPL,"2023-10-15 00:00:00",24.68%,-1.4000000432133675,8.14,62482001920,109280002048,60387373056,178.85,NULL
7767,AAPL,"2023-10-14 00:00:00",24.68%,-1.4000000432133675,8.14,62482001920,109280002048,60387373056,178.85,NULL
7767,AAPL,"2023-10-13 00:00:00",24.68e-2,-1.4000000432133675,8.14,62482001920,1.81,60387373056,178.85,NULL
7767,AAPL,"2023-10-12 00:00:00",24.68e-2,-1.4000000432133675,8.14,62482001920,1.81,60387373056,180.71,NULL
7767,AAPL,"2023-10-11 00:00:00",24.68e-2,-1.4000000432133675,8.14,62482001920,1.81,60387373056,179.80,NULL
7767,AAPL,"2023-10-10 00:00:00",24.68e-2,-1.4000000432133675,8.14,62482001920,1.81,60387373056,178.39,NULL
7767,AAPL,"2023-10-09 00:00:00",24.68e-2,-1.4000000432133675,8.14,62482001920,1.81,60387373056,178.99,NULL
7767,AAPL,"2023-10-08 00:00:00",24.68%,-1.4000000432133675,8.18,62482001920,109280002048,60387373056,177.49,NULL
7767,AAPL,"2023-10-07 00:00:00",24.68%,-1.4000000432133675,8.18,62482001920,109280002048,60387373056,177.49,NULL
7767,AAPL,"2023-10-06 00:00:00",24.68e-2,-1.4000000432133675,8.18,62482001920,1.81,60387373056,174.91,NULL
7767,AAPL,"2023-10-05 00:00:00",24.68e-2,-1.4000000432133675,8.18,62482001920,1.81,60387373056,174.91,NULL
7767,AAPL,"2023-10-04 00:00:00",24.700,-1.4000000432133675,8.22,62482001920,109280002048,60387373056,170.43,NULL
7767,AAPL,"2023-10-03 00:00:00",24.700,-1.4000000432133675,8.22,62482001920,109280002048,60387373056,170.43,NULL
7767,AAPL,"2023-10-02 00:00:00",24.700,-1.4000000432133675,8.22,62482001920,109280002048,60387373056,170.43,NULL
7767,AAPL,"2023-10-01 00:00:00",24.68%,-1.4000000432133675,8.22,62482001920,109280002048,60387373056,170.43,NULL
7767,AAPL,"2023-09-30 00:00:00",24.68%,-1.4000000432133675,8.22,62482001920,109280002048,60387373056,170.43,NULL
7767,AAPL,"2023-09-29 00:00:00",24.700,-1.4000000432133675,8.22,62482001920,1.81,60387373056,170.43,NULL
7767,AAPL,"2023-09-28 00:00:00",24.700,-1.4000000432133675,8.22,62482001920,1.81,60387373056,170.43,NULL
7767,AAPL,"2023-09-27 00:00:00",24.68e-2,-1.4000000432133675,8.22,62482001920,1.81,60387373056,170.43,NULL
7767,AAPL,"2023-09-26 00:00:00",24.68e-2,-1.4000000432133675,8.22,62482001920,1.81,60387373056,171.96,NULL
7767,AAPL,"2023-09-25 00:00:00",24.68e-2,-1.4000000432133675,8.30,62482001920,1.81,60387373056,176.08,NULL
7767,AAPL,"2023-09-24 00:00:00",24.68%,-1.4000000432133675,8.63,62482001920,109280002048,60387373056,174.79,NULL
7767,AAPL,"2023-09-23 00:00:00",24.68%,-0.03,8.63,62482001920,109280002048,60387373056,174.79,NULL
7767,AAPL,"2023-09-22 00:00:00",24.70e-2,-1.4000000000000001,8.63,62482001920,1.81,60387373056,174.79,NULL
7767,AAPL,"2023-09-21 00:00:00",24.70e-2,-1.4000000000000001,8.63,62482001920,1.81,60387373056,173.93,NULL
7767,AAPL,"2023-09-20 00:00:00",24.70e-2,-1.4000000000000001,8.63,62482001920,1.81,60387373056,175.49,NULL
7767,AAPL,"2023-09-19 00:00:00",24.70e-2,-1.4000000000000001,8.63,62482001920,1.81,60387373056,179.07,NULL
7767,AAPL,"2023-09-18 00:00:00",24.70e-2,-1.4000000000000001,8.63,62482001920,1.81,60387373056,177.97,NULL
7767,AAPL,"2023-09-17 00:00:00",24.68%,-1.4000000000000001,8.63,62482001920,109280002048,60387373056,175.01,NULL
7767,AAPL,"2023-09-16 00:00:00",24.68%,-1.4000000000000001,8.90,62482001920,109280002048,60387373056,175.01,NULL
7767,AAPL,"2023-09-15 00:00:00",24.70e-2,-1.4000000000000001,8.90,62482001920,1.81,60387373056,175.01,NULL
7767,AAPL,"2023-09-14 00:00:00",24.70e-2,-1.4000000000000001,8.90,62482001920,1.81,60387373056,175.74,NULL
7767,AAPL,"2023-09-13 00:00:00",24.70e-2,-1.4000000000000001,8.90,62482001920,1.81,60387373056,174.21,NULL
7767,AAPL,"2023-09-12 00:00:00",24.70e-2,-1.4000000000000001,8.90,62482001920,1.81,60387373056,176.30,NULL
7767,AAPL,"2023-09-11 00:00:00",24.70e-2,-1.4000000000000001,8.90,62482001920,1.81,60387373056,179.36,NULL
7767,AAPL,"2023-09-10 00:00:00",24.68%,-1.4000000000000001,8.95,62482001920,109280002048,60387373056,178.18,NULL
3059,ABBV,"2023-12-14 00:00:00",11.75e-2,-5.999999865889549,-0.11,13290000384,5.02,13844500480,154.88,NULL
3059,ABBV,"2023-12-13 00:00:00",11.75e-2,-5.999999865889549,-0.11,13290000384,5.02,13844500480,154.30,NULL
3059,ABBV,"2023-12-12 00:00:00",11.75e-2,-5.999999865889549,-0.17,13290000384,5.02,13844500480,153.24,NULL
3059,ABBV,"2023-12-11 00:00:00",11.81%,-5.999999865889549,-0.31,13290000384,61182001152,13844500480,151.24,NULL
3059,ABBV,"2023-12-10 00:00:00",11.81%,-5.999999865889549,-0.36,13290000384,61182001152,13844500480,149.28,NULL
3059,ABBV,"2023-12-09 00:00:00",11.81%,-5.999999865889549,-0.36,13290000384,61182001152,13844500480,149.28,NULL
3059,ABBV,"2023-12-08 00:00:00",11.75e-2,-5.999999865889549,-0.36,13290000384,5.02,13844500480,149.28,NULL
3059,ABBV,"2023-12-07 00:00:00",11.75e-2,-5.999999865889549,-0.50,13290000384,5.02,13844500480,147.97,NULL
3059,ABBV,"2023-12-06 00:00:00",11.75e-2,-5.999999865889549,-0.52,13290000384,5.02,13844500480,146.38,NULL
3059,ABBV,"2023-12-05 00:00:00",11.75e-2,-5.999999865889549,-0.53,13290000384,5.02,13844500480,144.57,NULL
3059,ABBV,"2023-12-04 00:00:00",11.75e-2,-5.999999865889549,-0.53,13290000384,5.02,13844500480,144.15,NULL
3059,ABBV,"2023-12-03 00:00:00",11.81%,-5.999999865889549,-0.53,13290000384,61182001152,13844500480,143.41,NULL
3059,ABBV,"2023-12-02 00:00:00",11.81%,-5.999999865889549,-0.53,13290000384,61182001152,13844500480,143.41,NULL
3059,ABBV,"2023-12-01 00:00:00",11.75e-2,-5.999999865889549,-0.66,13290000384,5.02,13844500480,143.41,NULL
3059,ABBV,"2023-11-30 00:00:00",11.75e-2,-5.999999865889549,-0.66,13290000384,5.02,13844500480,142.39,NULL
3059,ABBV,"2023-11-29 00:00:00",11.75e-2,-5.999999865889549,-0.66,13290000384,5.02,13844500480,138.50,NULL
3059,ABBV,"2023-11-28 00:00:00",11.75e-2,-5.999999865889549,-0.66,13290000384,5.02,13844500480,138.08,NULL
3059,ABBV,"2023-11-27 00:00:00",11.75e-2,-5.999999865889549,-0.66,13290000384,5.02,13844500480,139.09,NULL
3059,ABBV,"2023-11-26 00:00:00",11.81%,-5.999999865889549,-0.66,13290000384,61182001152,13844500480,139.00,NULL
3059,ABBV,"2023-11-25 00:00:00",11.81%,-5.999999865889549,-0.66,13290000384,61182001152,13844500480,139.00,NULL
3059,ABBV,"2023-11-24 00:00:00",11.75e-2,-5.999999865889549,-0.66,13290000384,5.02,13844500480,139.00,NULL
3059,ABBV,"2023-11-23 00:00:00",11.75e-2,-5.999999865889549,-0.66,13290000384,5.02,13844500480,138.47,NULL
3059,ABBV,"2023-11-22 00:00:00",11.75e-2,-5.999999865889549,-0.66,13290000384,5.02,13844500480,138.47,NULL
3059,ABBV,"2023-11-21 00:00:00",11.75e-2,-5.999999865889549,-0.66,13290000384,5.02,13844500480,138.73,NULL
3059,ABBV,"2023-11-20 00:00:00",11.75e-2,-5.999999865889549,-0.66,13290000384,5.02,13844500480,138.31,NULL
3059,ABBV,"2023-11-19 00:00:00",11.81%,-5.999999865889549,-0.66,13290000384,61182001152,13844500480,138.30,NULL
3059,ABBV,"2023-11-18 00:00:00",11.81%,-5.999999865889549,-0.66,13290000384,61182001152,13844500480,138.30,NULL
3059,ABBV,"2023-11-17 00:00:00",11.75e-2,-5.999999865889549,-0.66,13290000384,5.02,13844500480,138.30,NULL
3059,ABBV,"2023-11-16 00:00:00",11.75e-2,-5.999999865889549,-0.66,13290000384,5.02,13844500480,138.28,NULL
3059,ABBV,"2023-11-15 00:00:00",11.75e-2,-5.999999865889549,-0.66,13290000384,5.02,13844500480,137.60,NULL
3059,ABBV,"2023-11-14 00:00:00",11.75e-2,-5.999999865889549,-0.69,13290000384,5.02,13844500480,138.06,NULL
3059,ABBV,"2023-11-13 00:00:00",11.75e-2,-5.999999865889549,-0.79,13290000384,5.02,13844500480,138.64,NULL
3059,ABBV,"2023-11-12 00:00:00",11.81%,-5.999999865889549,-0.79,13290000384,61182001152,13844500480,138.59,NULL
3059,ABBV,"2023-11-11 00:00:00",11.81%,-5.999999865889549,-0.79,13290000384,61182001152,13844500480,138.59,NULL
3059,ABBV,"2023-11-10 00:00:00",11.75e-2,-5.999999865889549,-0.75,8766000128,5.02,13844500480,138.59,NULL
3059,ABBV,"2023-11-09 00:00:00",11.77e-2,-5.999999865889549,-0.75,8766000128,4.74,13844500480,138.04,NULL
3059,ABBV,"2023-11-08 00:00:00",11.77e-2,-5.999999865889549,-0.67,8766000128,4.74,13844500480,142.03,NULL
3059,ABBV,"2023-11-07 00:00:00",11.77e-2,-5.999999865889549,-0.67,8766000128,4.74,13844500480,142.16,NULL
3059,ABBV,"2023-11-06 00:00:00",11.77e-2,-5.999999865889549,-0.67,8766000128,4.74,13844500480,141.20,NULL
3059,ABBV,"2023-11-05 00:00:00",11.81%,-5.999999865889549,-0.58,8766000128,61392998400,13844500480,141.42,NULL
3059,ABBV,"2023-11-04 00:00:00",11.81%,-5.999999865889549,-0.58,8766000128,61392998400,13844500480,141.42,NULL
3059,ABBV,"2023-11-03 00:00:00",11.77e-2,-5.999999865889549,-0.54,8766000128,4.74,13844500480,141.42,NULL
3059,ABBV,"2023-11-02 00:00:00",11.77e-2,-5.999999865889549,-0.19,8766000128,4.74,13844500480,143.26,NULL
3059,ABBV,"2023-11-01 00:00:00",11.77e-2,-5.999999865889549,-0.18,8766000128,4.74,13844500480,142.47,NULL
3059,ABBV,"2023-10-31 00:00:00",11.77e-2,-5.999999865889549,-0.18,8766000128,4.74,13844500480,141.18,NULL
3059,ABBV,"2023-10-30 00:00:00",11.81%,-5.999999865889549,-0.16,8766000128,61392998400,13844500480,141.89,NULL
3059,ABBV,"2023-10-29 00:00:00",11.81%,-5.999999865889549,0.25,8766000128,61392998400,13844500480,138.93,NULL
3059,ABBV,"2023-10-28 00:00:00",15.50%,-4.899999871850014,0.36,8766000128,61392998400,13844500480,138.93,NULL
3059,ABBV,"2023-10-27 00:00:00",15.43e-2,-4.899999871850014,0.53,8766000128,4.74,13844500480,145.20,NULL
3059,ABBV,"2023-10-26 00:00:00",15.43e-2,-4.899999871850014,0.42,8766000128,4.74,13844500480,145.20,NULL
3059,ABBV,"2023-10-25 00:00:00",15.43e-2,-4.899999871850014,0.42,8766000128,4.74,13844500480,145.26,NULL
3059,ABBV,"2023-10-24 00:00:00",15.43e-2,-4.899999871850014,0.41,8766000128,4.74,13844500480,146.31,NULL
3059,ABBV,"2023-10-23 00:00:00",15.43e-2,-4.899999871850014,0.41,8766000128,4.74,13844500480,144.73,NULL
3059,ABBV,"2023-10-22 00:00:00",15.50%,-4.899999871850014,0.50,8766000128,61392998400,13844500480,146.23,NULL
3059,ABBV,"2023-10-21 00:00:00",15.50%,-4.899999871850014,0.50,8766000128,61392998400,13844500480,146.23,NULL
3059,ABBV,"2023-10-20 00:00:00",15.43e-2,-4.899999871850014,0.50,8766000128,4.74,13844500480,146.23,NULL
3059,ABBV,"2023-10-19 00:00:00",15.43e-2,-4.899999871850014,0.37,8766000128,4.74,13844500480,145.52,NULL
3059,ABBV,"2023-10-18 00:00:00",15.43e-2,-4.899999871850014,0.32,8766000128,4.74,13844500480,149.28,NULL
3059,ABBV,"2023-10-17 00:00:00",15.43e-2,-4.899999871850014,0.36,8766000128,4.74,13844500480,149.18,NULL
3059,ABBV,"2023-10-16 00:00:00",15.43e-2,-4.899999871850014,0.37,8766000128,4.74,13844500480,147.23,NULL
3059,ABBV,"2023-10-15 00:00:00",15.50%,-4.899999871850014,0.37,8766000128,61392998400,13844500480,147.96,NULL
3059,ABBV,"2023-10-14 00:00:00",15.50%,-4.899999871850014,0.37,8766000128,61392998400,13844500480,147.96,NULL
3059,ABBV,"2023-10-13 00:00:00",15.43e-2,-4.899999871850014,0.37,8766000128,4.74,13844500480,147.96,NULL
3059,ABBV,"2023-10-12 00:00:00",15.43e-2,-4.899999871850014,0.43,8766000128,4.74,13844500480,148.30,NULL
3059,ABBV,"2023-10-11 00:00:00",15.43e-2,-4.899999871850014,0.43,8766000128,4.74,13844500480,149.34,NULL
3059,ABBV,"2023-10-10 00:00:00",15.43e-2,-4.899999871850014,0.36,8766000128,4.74,13844500480,148.89,NULL
3059,ABBV,"2023-10-09 00:00:00",15.43e-2,-4.899999871850014,0.36,8766000128,4.74,13844500480,149.11,NULL
3059,ABBV,"2023-10-08 00:00:00",15.50%,-4.899999871850014,0.33,8766000128,61392998400,13844500480,148.24,NULL
3059,ABBV,"2023-10-07 00:00:00",15.50%,-4.899999871850014,0.33,8766000128,61392998400,13844500480,148.24,NULL
3059,ABBV,"2023-10-06 00:00:00",15.43e-2,-4.899999871850014,0.33,8766000128,4.74,13844500480,147.45,NULL
3059,ABBV,"2023-10-05 00:00:00",15.43e-2,-4.899999871850014,0.33,8766000128,4.74,13844500480,147.45,NULL
3059,ABBV,"2023-10-04 00:00:00",15.500,-4.899999871850014,0.57,8766000128,61392998400,13844500480,153.13,NULL
3059,ABBV,"2023-10-03 00:00:00",15.500,-4.899999871850014,0.57,8766000128,61392998400,13844500480,153.13,NULL
3059,ABBV,"2023-10-02 00:00:00",15.500,-4.899999871850014,0.57,8766000128,61392998400,13844500480,153.13,NULL
3059,ABBV,"2023-10-01 00:00:00",15.50%,-4.899999871850014,0.57,8766000128,61392998400,13844500480,153.13,NULL
3059,ABBV,"2023-09-30 00:00:00",15.50%,-4.899999871850014,0.57,8766000128,61392998400,13844500480,153.13,NULL
3059,ABBV,"2023-09-29 00:00:00",15.400,-4.899999871850014,0.57,8766000128,4.74,13844500480,153.13,NULL
3059,ABBV,"2023-09-28 00:00:00",15.400,-4.899999871850014,0.57,8766000128,4.74,13844500480,153.13,NULL
3059,ABBV,"2023-09-27 00:00:00",15.43e-2,-4.899999871850014,0.57,8766000128,4.74,13844500480,153.13,NULL
3059,ABBV,"2023-09-26 00:00:00",15.43e-2,-4.899999871850014,0.57,8766000128,4.74,13844500480,153.91,NULL
3059,ABBV,"2023-09-25 00:00:00",15.43e-2,-4.899999871850014,0.63,8766000128,4.74,13844500480,154.65,NULL
3059,ABBV,"2023-09-24 00:00:00",15.50%,-4.899999871850014,0.03,8766000128,61392998400,13844500480,152.74,NULL
3059,ABBV,"2023-09-23 00:00:00",15.50%,-0.08,0.03,8766000128,61392998400,13844500480,152.74,NULL
3059,ABBV,"2023-09-22 00:00:00",15.40e-2,-4.9,0.03,8766000128,4.74,13844500480,152.74,NULL
3059,ABBV,"2023-09-21 00:00:00",15.40e-2,-4.9,0.03,8766000128,4.74,13844500480,153.43,NULL
3059,ABBV,"2023-09-20 00:00:00",15.40e-2,-4.9,0.03,8766000128,4.74,13844500480,153.61,NULL
3059,ABBV,"2023-09-19 00:00:00",15.40e-2,-4.9,0.03,8766000128,4.74,13844500480,153.49,NULL
3059,ABBV,"2023-09-18 00:00:00",15.40e-2,-4.9,0.03,8766000128,4.74,13844500480,153.94,NULL
3059,ABBV,"2023-09-17 00:00:00",15.50%,-4.9,0.03,8766000128,61392998400,13844500480,152.12,NULL
3059,ABBV,"2023-09-16 00:00:00",15.50%,-4.9,0.03,8766000128,61392998400,13844500480,152.12,NULL
3059,ABBV,"2023-09-15 00:00:00",15.40e-2,-4.9,0.03,8766000128,4.74,13844500480,152.12,NULL
3059,ABBV,"2023-09-14 00:00:00",15.40e-2,-4.9,0.03,8766000128,4.74,13844500480,153.64,NULL
3059,ABBV,"2023-09-13 00:00:00",15.40e-2,-4.9,0.03,8766000128,4.74,13844500480,151.16,NULL
3059,ABBV,"2023-09-12 00:00:00",15.40e-2,-4.9,0.03,8766000128,4.74,13844500480,149.27,NULL
3059,ABBV,"2023-09-11 00:00:00",15.40e-2,-4.9,0.03,8766000128,4.74,13844500480,149.04,NULL
3059,ABBV,"2023-09-10 00:00:00",15.50%,-4.9,0.03,8766000128,61392998400,13844500480,149.02,NULL
3949,DG,"2023-12-14 00:00:00",4.91e-2,2.4000000208616257,-1.01,365447008,2.80,2436775424,131.02,NULL
3949,DG,"2023-12-13 00:00:00",4.91e-2,2.4000000208616257,-1.01,365447008,2.80,2436775424,130.34,NULL
3949,DG,"2023-12-12 00:00:00",4.91e-2,2.4000000208616257,-0.27,365447008,2.80,2436775424,124.03,NULL
3949,DG,"2023-12-11 00:00:00",4.91e-2,2.4000000208616257,-0.21,365447008,2.80,2436775424,125.81,NULL
3949,DG,"2023-12-10 00:00:00",4.92%,2.4000000208616257,-0.07,365447008,18086733824,2436775424,127.22,NULL
3949,DG,"2023-12-09 00:00:00",4.92%,2.4000000208616257,-0.07,365447008,18086733824,2436775424,127.22,NULL
3949,DG,"2023-12-08 00:00:00",4.91e-2,3.9000000804662704,-0.07,353017984,2.80,2436775424,127.22,NULL
3949,DG,"2023-12-07 00:00:00",5.59%,3.9000000804662704,2.87,353017984,18035841024,2436775424,132.30,NULL
3949,DG,"2023-12-06 00:00:00",5.59%,3.9000000804662704,2.56,353017984,18035841024,2436775424,133.92,NULL
3949,DG,"2023-12-05 00:00:00",5.59%,3.9000000804662704,2.20,353017984,18035841024,2436775424,133.39,NULL
3949,DG,"2023-12-04 00:00:00",5.59%,3.9000000804662704,2.20,353017984,18035841024,2436775424,134.83,NULL
3949,DG,"2023-12-03 00:00:00",5.59%,3.9000000804662704,2.73,353017984,18035841024,2436775424,134.69,NULL
3949,DG,"2023-12-02 00:00:00",5.59%,3.9000000804662704,2.73,353017984,18035841024,2436775424,134.69,NULL
3949,DG,"2023-12-01 00:00:00",5.59%,3.9000000804662704,2.73,353017984,18035841024,2436775424,134.69,NULL
3949,DG,"2023-11-30 00:00:00",5.59%,3.9000000804662704,2.39,353017984,18035841024,2436775424,131.12,NULL
3949,DG,"2023-11-29 00:00:00",5.59%,3.9000000804662704,2.39,353017984,18035841024,2436775424,128.88,NULL
3949,DG,"2023-11-28 00:00:00",5.59%,3.9000000804662704,2.39,353017984,18035841024,2436775424,127.50,NULL
3949,DG,"2023-11-27 00:00:00",5.59%,3.9000000804662704,2.39,353017984,18035841024,2436775424,125.68,NULL
3949,DG,"2023-11-26 00:00:00",5.59%,3.9000000804662704,2.39,353017984,18035841024,2436775424,125.50,NULL
3949,DG,"2023-11-25 00:00:00",5.59%,3.9000000804662704,2.39,353017984,18035841024,2436775424,125.50,NULL
3949,DG,"2023-11-24 00:00:00",5.59%,3.9000000804662704,2.39,353017984,18035841024,2436775424,125.50,NULL
3949,DG,"2023-11-23 00:00:00",5.59%,3.9000000804662704,2.39,353017984,18035841024,2436775424,124.97,NULL
3949,DG,"2023-11-22 00:00:00",5.59%,3.9000000804662704,2.39,353017984,18035841024,2436775424,124.97,NULL
3949,DG,"2023-11-21 00:00:00",5.59%,3.9000000804662704,2.48,353017984,18035841024,2436775424,123.29,NULL
3949,DG,"2023-11-20 00:00:00",5.59%,3.9000000804662704,2.48,353017984,18035841024,2436775424,121.78,NULL
3949,DG,"2023-11-19 00:00:00",5.59%,3.9000000804662704,2.48,353017984,18035841024,2436775424,121.11,NULL
